catalogNumber;basisOfRecord;decimalLatitude;decimalLongitude;Class;order;family;genus;specificEpithet;infraspecificEpithet;nameAcordingTo;verbatimTaxonRank;taxonRank;acceptedNameUsage;;;establishmentMeans;;;locationRemarks;sex
AA1287;;348340;6284385;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1288;;348337;6284382;Magnoliopsida;Apiales;Araliaceae;Cussonia;spicata;;Thunb.;;;Cussonia spicata Thunb.;ACCEPTED;Viva;Exotica;2019;;;
AA1289;;348339;6284380;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1290;;348338;6284376;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1291;;348338;6284371;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1292;;348337;6284366;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1293;;348337;6284362;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1294;;348299;6284363;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA1295;;348302;6284373;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1296;;348316;6284372;Magnoliopsida;Lamiales;Scrophulariaceae;Myoporum;laetum;;G.Forst.;;;Myoporum laetum G.Forst.;ACCEPTED;Viva;Exotica;2019;;;
AA1297;;348317;6284380;Magnoliopsida;Laurales;Lauraceae;Persea;americana;;Mill.;;;Persea americana Mill.;ACCEPTED;Viva;Exotica;2019;;;
AA1298;;348311;6284380;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA1299;;348310;6284382;Magnoliopsida;Rosales;Rosaceae;Eriobotrya;japonica;;Lindl.;;;Eriobotrya japonica (Thunb.) Lindl.;ACCEPTED;Viva;Exotica;2019;;;
AA1300;;348312;6284387;Pinopsida;Pinales;Pinaceae;Pseudotsuga;menziesii;;Franco;;;Pseudotsuga menziesii (Mirb.) Franco;ACCEPTED;Viva;Exotica;2019;;;
AA1301;;348269;6284377;Magnoliopsida;Fabales;Fabaceae;Acacia;dealbata;;Link;;;Acacia dealbata Link;ACCEPTED;Viva;Exotica;2019;;;
AA1302;;348266;6284365;Magnoliopsida;Fabales;Fabaceae;Acacia;dealbata;;Link;;;Acacia dealbata Link;ACCEPTED;Viva;Exotica;2019;;;
AA1303;;348255;6284351;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1304;;348292;6284350;Magnoliopsida;Laurales;Lauraceae;Persea;americana;;Mill.;;;Persea americana Mill.;ACCEPTED;Viva;Exotica;2019;;;
AA1305;;348288;6284345;Magnoliopsida;Oxalidales;Elaeocarpaceae;Aristotelia;chilensis;;Stuntz.;;;Aristotelia chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA1306;;348291;6284344;Magnoliopsida;Laurales;Lauraceae;Persea;americana;;Mill.;;;Persea americana Mill.;ACCEPTED;Viva;Exotica;2019;;;
AA1307;;348296;6284354;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1308;;348299;6284353;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1309;;348302;6284353;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1310;;348304;6284352;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1311;;348307;6284352;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1312;;348311;6284351;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1313;;348315;6284350;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1314;;348319;6284350;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1315;;348323;6284349;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1316;;348327;6284348;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1317;;348326;6284345;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1318;;348326;6284342;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1319;;348334;6284346;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1320;;348333;6284340;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1321;;348333;6284335;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1322;;348332;6284329;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1323;;348331;6284318;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1324;;348330;6284312;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1325;;348330;6284304;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1326;;348329;6284300;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1327;;348328;6284297;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1328;;348328;6284294;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1329;;348328;6284291;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1330;;348328;6284288;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1331;;348327;6284285;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1332;;348327;6284282;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1333;;348326;6284278;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1334;;348324;6284273;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1335;;348319;6284273;Magnoliopsida;Lamiales;Bignoniaceae;Jacaranda;mimosifolia;;D.Don;;;Jacaranda mimosifolia D.Don;ACCEPTED;Viva;Exotica;2019;;;
AA1336;;348319;6284265;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Exotica;2019;;;
AA1337;;348320;6284262;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA1338;;348319;6284261;Magnoliopsida;Myrtales;Onagraceae;Fuchsia;magellanica;;Lam.;;;Fuchsia magellanica Lam.;ACCEPTED;Viva;Nativa;2019;;;
AA1339;;348324;6284265;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1340;;348328;6284264;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1341;;348332;6284263;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1342;;348337;6284270;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA1343;;348345;6284271;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Exotica;2019;;;
AA1344;;348346;6284278;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1345;;348341;6284279;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1346;;348337;6284280;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1347;;348331;6284273;Pinopsida;Pinales;Pinaceae;Pinus;radiata;;D.Don;;;Pinus radiata D.Don;ACCEPTED;Viva;Exotica;2019;;;
AA1348;;348333;6284279;Pinopsida;Pinales;Pinaceae;Pinus;radiata;;D.Don;;;Pinus radiata D.Don;ACCEPTED;Viva;Exotica;2019;;;
AA1349;;348348;6284304;Magnoliopsida;Myrtales;Lythraceae;Lagerstroemia;indica;;L.;;;Lagerstroemia indica L.;ACCEPTED;Viva;Exotica;2019;;;
AA1350;;348349;6284306;Magnoliopsida;Myrtales;Lythraceae;Lagerstroemia;indica;;L.;;;Lagerstroemia indica L.;ACCEPTED;Viva;Exotica;2019;;;
AA1351;;348342;6284304;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1352;;348342;6284307;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1353;;348343;6284311;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1354;;348343;6284314;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1355;;348344;6284318;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1356;;348344;6284322;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1357;;348350;6284321;Magnoliopsida;Fabales;Fabaceae;Acacia;saligna;;H.L.Wendl.;;;Acacia saligna (Labill.) H.L.Wendl.;ACCEPTED;Viva;Exotica;2019;;;
AA1358;;348350;6284325;Magnoliopsida;Fabales;Fabaceae;Acacia;saligna;;H.L.Wendl.;;;Acacia saligna (Labill.) H.L.Wendl.;ACCEPTED;Viva;Exotica;2019;;;
AA1359;;348345;6284327;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1360;;348345;6284331;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1361;;348346;6284335;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1362;;348347;6284339;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1363;;348347;6284342;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1364;;348347;6284346;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1365;;348348;6284349;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1366;;348348;6284353;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1367;;348349;6284356;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1368;;348357;6284353;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1369;;348354;6284354;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1370;;348357;6284356;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1371;;348349;6284359;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1372;;348350;6284362;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1373;;348350;6284365;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1374;;348350;6284368;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1375;;348351;6284372;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1376;;348357;6284361;Magnoliopsida;Rosales;Rosaceae;Photinia;serratifolia;;Kalkman;;;Photinia serratifolia (Desf.) Kalkman;ACCEPTED;Viva;Exotica;2019;;;
AA1377;;348358;6284366;Magnoliopsida;Rosales;Rosaceae;Photinia;serratifolia;;Kalkman;;;Photinia serratifolia (Desf.) Kalkman;ACCEPTED;Viva;Exotica;2019;;;
AA1378;;348356;6284365;Magnoliopsida;Rosales;Rosaceae;Photinia;serratifolia;;Kalkman;;;Photinia serratifolia (Desf.) Kalkman;ACCEPTED;Viva;Exotica;2019;;;
AA1379;;348356;6284370;Magnoliopsida;Rosales;Rosaceae;Photinia;serratifolia;;Kalkman;;;Photinia serratifolia (Desf.) Kalkman;ACCEPTED;Viva;Exotica;2019;;;
AA1380;;348361;6284370;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1381;;348356;6284376;Magnoliopsida;Fagales;Juglandaceae;Juglans;nigra;;L.;;;Juglans nigra L.;ACCEPTED;Viva;Exotica;2019;;;
AA1382;;348364;6284372;Magnoliopsida;Lamiales;Oleaceae;Ligustrum;lucidum;;W.T.Aiton;;;Ligustrum lucidum W.T.Aiton;ACCEPTED;Viva;Exotica;2019;;;
AA1383;;348364;6284370;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1384;;348366;6284372;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1385;;348368;6284371;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1386;;348369;6284373;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1387;;348368;6284374;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1388;;348368;6284378;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1389;;348359;6284385;Magnoliopsida;Laurales;Lauraceae;Cryptocarya;alba;;Looser.;;;Cryptocarya alba (Molina.) Looser.;ACCEPTED;Viva;Nativa;2019;;;
AA1390;;348352;6284376;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1391;;348352;6284379;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1392;;348353;6284382;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1393;;348353;6284386;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1394;;348353;6284389;Magnoliopsida;Sapindales;Rutaceae;Citrus;;;L.;;;Citrus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1395;;348354;6284393;Liliopsida;Asparagales;Asparagaceae;Agave;americana;marginata;Trel.;;;Agave americana var. marginata Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1396;;348357;6284364;Magnoliopsida;Rosales;Rosaceae;Photinia;serratifolia;;Kalkman;;;Photinia serratifolia (Desf.) Kalkman;ACCEPTED;Viva;Exotica;2019;;;
AA1397;;348355;6284371;Magnoliopsida;Rosales;Rosaceae;Photinia;serratifolia;;Kalkman;;;Photinia serratifolia (Desf.) Kalkman;ACCEPTED;Viva;Exotica;2019;;;
AA1398;;348358;6284392;Magnoliopsida;Sapindales;Sapindaceae;Acer;pseudoplatanus;;L.;;;Acer pseudoplatanus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1399;;348369;6284396;Magnoliopsida;Gentianales;Apocynaceae;Nerium;oleander;;L.;;;Nerium oleander L.;ACCEPTED;Viva;Exotica;2019;;;
AA1400;;348364;6284372;Magnoliopsida;Myrtales;Myrtaceae;Myrtus;communis;;L.;;;Myrtus communis L.;ACCEPTED;Viva;Exotica;2019;;;
AA1401;;348362;6284372;Magnoliopsida;Rosales;Ulmaceae;Ulmus;;;L.;;;Ulmus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1402;;348355;6284372;Magnoliopsida;Rosales;Rosaceae;Prunus;;;L.;;;Prunus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1403;;348354;6284363;Magnoliopsida;Rosales;Ulmaceae;Ulmus;;;L.;;;Ulmus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1404;;348355;6284335;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1405;;348283;6284354;Magnoliopsida;Laurales;Lauraceae;Persea;americana;;Mill.;;;Persea americana Mill.;ACCEPTED;Viva;Exotica;2019;;;
AA1406;;348437;6284391;Magnoliopsida;Sapindales;Meliaceae;Melia;azedarach;;L.;;;Melia azedarach L.;ACCEPTED;Viva;Exotica;2019;;;
AA1407;;348433;6284391;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1408;;348428;6284392;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1409;;348423;6284392;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1410;;348418;6284393;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1411;;348413;6284393;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1412;;348408;6284394;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1413;;348403;6284395;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1414;;348398;6284395;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1415;;348394;6284396;Magnoliopsida;Sapindales;Meliaceae;Melia;azedarach;;L.;;;Melia azedarach L.;ACCEPTED;Viva;Exotica;2019;;;
AA1416;;348389;6284397;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1417;;348385;6284397;Magnoliopsida;Sapindales;Meliaceae;Melia;azedarach;;L.;;;Melia azedarach L.;ACCEPTED;Viva;Exotica;2019;;;
AA1418;;348381;6284398;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1419;;348382;6284391;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1420;;348377;6284398;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1421;;348372;6284399;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1422;;348367;6284400;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1423;;348363;6284401;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1424;;348357;6284402;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA1425;;348338;6284399;Magnoliopsida;Fagales;Betulaceae;Betula;pendula;;Roth;;;Betula pendula Roth;ACCEPTED;Viva;Exotica;2019;;;
AA1426;;348337;6284400;Magnoliopsida;Fagales;Betulaceae;Betula;pendula;;Roth;;;Betula pendula Roth;ACCEPTED;Viva;Exotica;2019;;;
AA1427;;348336;6284400;Magnoliopsida;Fagales;Betulaceae;Betula;pendula;;Roth;;;Betula pendula Roth;ACCEPTED;Viva;Exotica;2019;;;
AA1428;;348334;6284406;Magnoliopsida;Sapindales;Meliaceae;Melia;azedarach;;L.;;;Melia azedarach L.;ACCEPTED;Viva;Exotica;2019;;;
AA1429;;348329;6284407;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1430;;348344;6284400;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1431;;348323;6284403;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1432;;348322;6284402;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1433;;348321;6284403;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1434;;348323;6284408;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1435;;348317;6284409;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1436;;348310;6284409;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1437;;348304;6284410;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1438;;348298;6284411;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1439;;348279;6284408;Magnoliopsida;Rosales;Cannabaceae;Celtis;australis;;L.;;;Celtis australis L.;ACCEPTED;Viva;Exotica;2019;;;
AA1440;;348277;6284407;Magnoliopsida;Rosales;Cannabaceae;Celtis;australis;;L.;;;Celtis australis L.;ACCEPTED;Viva;Exotica;2019;;;
AA1441;;348266;6284409;Magnoliopsida;Rosales;Cannabaceae;Celtis;australis;;L.;;;Celtis australis L.;ACCEPTED;Viva;Exotica;2019;;;
AA1442;;348276;6284410;Pinopsida;Pinales;Cupressaceae;Chamaecyparis;lawsoniana;;Parl.;;;Chamaecyparis lawsoniana Parl.;ACCEPTED;Viva;Exotica;2019;;;
AA1443;;348280;6284413;Magnoliopsida;Sapindales;Meliaceae;Melia;azedarach;;L.;;;Melia azedarach L.;ACCEPTED;Viva;Exotica;2019;;;
AA1444;;348271;6284415;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA1445;;348337;6284398;Magnoliopsida;Lamiales;Oleaceae;Olea;europaea;;L.;;;Olea europaea L.;ACCEPTED;Viva;Exotica;2019;;;
