catalogNumber,catalogNumber,basisOfRecord,decimalLatitude,decimalLongitude,phylum,Class,order,family,genus,specificEpithet,infraspecificEpithet,nameAcordingTo,verbatimTaxonRank,taxonRank,acceptedNameUsage,Nombre común,Estado,establishmentMeans,ingreso,plantacion,sex
AA1442,AA1442,LivingSpecimen,348276,6284410,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Chamaecyparis,lawsoniana,,Parl.,,species,Chamaecyparis lawsoniana Parl.,,Viva,Exótica,2019,,
AA1443,AA1443,LivingSpecimen,348280,6284413,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
AA1444,AA1444,LivingSpecimen,348271,6284415,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,negundo,,L.,,species,Acer negundo L.,,Viva,Exótica,2019,,hermaphrodite
AA1445,AA1445,LivingSpecimen,348337,6284398,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,europaea,,L.,,species,Olea europaea L.,,Viva,Exótica,2019,,hermaphrodite
AA1446,AA1446,LivingSpecimen,348331,6284400,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1447,AA1447,LivingSpecimen,348379,6284390,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1448,AA1448,LivingSpecimen,348417,6284301,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1449,AA1449,LivingSpecimen,348417,6284307,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1450,AA1450,LivingSpecimen,348418,6284303,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1451,AA1451,LivingSpecimen,348419,6284307,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1452,AA1452,LivingSpecimen,348413,6284305,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1453,AA1453,LivingSpecimen,348413,6284306,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1454,AA1454,LivingSpecimen,348428,6284307,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,polygama,,Cabrera & I.M.Johnst.,,species,Schinus polygama Cabrera & I.M.Johnst.,,Viva,Nativa,2019,,hermaphrodite
AA1455,AA1455,LivingSpecimen,348432,6284307,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Lithraea,caustica,,Hook. & Arn.,,species,Lithraea caustica Hook. & Arn.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1456,AA1456,LivingSpecimen,348433,6284313,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1457,AA1457,LivingSpecimen,348429,6284310,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Lithraea,caustica,,Hook. & Arn.,,species,Lithraea caustica Hook. & Arn.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1458,AA1458,LivingSpecimen,348422,6284309,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1459,AA1459,LivingSpecimen,348419,6284308,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1460,AA1460,LivingSpecimen,348414,6284309,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1461,AA1461,LivingSpecimen,348412,6284314,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1462,AA1462,LivingSpecimen,348414,6284315,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,polygama,,Cabrera & I.M.Johnst.,,species,Schinus polygama Cabrera & I.M.Johnst.,,Viva,Nativa,2019,,hermaphrodite
AA1463,AA1463,LivingSpecimen,348419,6284313,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1464,AA1464,LivingSpecimen,348426,6284313,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1465,AA1465,LivingSpecimen,348430,6284315,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1466,AA1466,LivingSpecimen,348434,6284317,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Lithraea,caustica,,Hook. & Arn.,,species,Lithraea caustica Hook. & Arn.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1467,AA1467,LivingSpecimen,348429,6284317,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,polygama,,Cabrera & I.M.Johnst.,,species,Schinus polygama Cabrera & I.M.Johnst.,,Viva,Nativa,2019,,hermaphrodite
AA1468,AA1468,LivingSpecimen,348425,6284317,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1469,AA1469,LivingSpecimen,348417,6284317,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1470,AA1470,LivingSpecimen,348417,6284321,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1471,AA1471,LivingSpecimen,348418,6284320,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1472,AA1472,LivingSpecimen,348423,6284321,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1473,AA1473,LivingSpecimen,348429,6284320,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1474,AA1474,LivingSpecimen,348432,6284319,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,polygama,,Cabrera & I.M.Johnst.,,species,Schinus polygama Cabrera & I.M.Johnst.,,Viva,Nativa,2019,,hermaphrodite
AA1475,AA1475,LivingSpecimen,348435,6284323,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1476,AA1476,LivingSpecimen,348432,6284325,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1477,AA1477,LivingSpecimen,348427,6284324,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1478,AA1478,LivingSpecimen,348423,6284324,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,polygama,,Cabrera & I.M.Johnst.,,species,Schinus polygama Cabrera & I.M.Johnst.,,Viva,Nativa,2019,,hermaphrodite
AA1479,AA1479,LivingSpecimen,348419,6284326,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1480,AA1480,LivingSpecimen,348418,6284326,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,polygama,,Cabrera & I.M.Johnst.,,species,Schinus polygama Cabrera & I.M.Johnst.,,Viva,Nativa,2019,,hermaphrodite
AA1481,AA1481,LivingSpecimen,348414,6284330,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,spinosa,,Kuntze,,species,Caesalpinia spinosa Kuntze,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1482,AA1482,LivingSpecimen,348420,6284329,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1483,AA1483,LivingSpecimen,348423,6284329,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,polygama,,Cabrera & I.M.Johnst.,,species,Schinus polygama Cabrera & I.M.Johnst.,,Viva,Nativa,2019,,hermaphrodite
AA1484,AA1484,LivingSpecimen,348425,6284327,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1485,AA1485,LivingSpecimen,348426,6284329,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1486,AA1486,LivingSpecimen,348435,6284327,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1487,AA1487,LivingSpecimen,348433,6284329,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1488,AA1488,LivingSpecimen,348430,6284332,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,20165.0,hermaphrodite
AA1489,AA1489,LivingSpecimen,348417,6284331,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,spinosa,,Kuntze,,species,Caesalpinia spinosa Kuntze,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1490,AA1490,LivingSpecimen,348420,6284332,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,spinosa,,Kuntze,,species,Caesalpinia spinosa Kuntze,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1491,AA1491,LivingSpecimen,348423,6284333,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,spinosa,,Kuntze,,species,Caesalpinia spinosa Kuntze,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1492,AA1492,LivingSpecimen,348426,6284334,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,spinosa,,Kuntze,,species,Caesalpinia spinosa Kuntze,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1493,AA1493,LivingSpecimen,348431,6284336,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,spinosa,,Kuntze,,species,Caesalpinia spinosa Kuntze,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1494,AA1494,LivingSpecimen,348434,6284336,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,spinosa,,Kuntze,,species,Caesalpinia spinosa Kuntze,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1495,AA1495,LivingSpecimen,348437,6284338,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,spinosa,,Kuntze,,species,Caesalpinia spinosa Kuntze,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1496,AA1496,LivingSpecimen,348435,6284334,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1497,AA1497,LivingSpecimen,348438,6284343,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,macrocarpa,,Sm.,,species,Sophora macrocarpa Sm.,,Viva,Nativa,2019,,hermaphrodite
AA1498,AA1498,LivingSpecimen,348433,6284341,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Luma,chequen,,A.Gray,,species,Luma chequen A.Gray,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1499,AA1499,LivingSpecimen,348428,6284340,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,multiglandulosa,,H.S.Irwin & Barneby,,species,Senna multiglandulosa H.S.Irwin & Barneby,,Viva,Exótica,2019,,hermaphrodite
AA1500,AA1500,LivingSpecimen,348427,6284340,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,candolleana,,H.S.Irwin & Barneby,,species,Senna candolleana H.S.Irwin & Barneby,,Viva,Nativa,2019,,hermaphrodite
AA1501,AA1501,LivingSpecimen,348423,6284338,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,candolleana,,H.S.Irwin & Barneby,,species,Senna candolleana H.S.Irwin & Barneby,,Viva,Nativa,2019,,hermaphrodite
AA1502,AA1502,LivingSpecimen,348420,6284336,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Luma,chequen,,A.Gray,,species,Luma chequen A.Gray,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1503,AA1503,LivingSpecimen,348416,6284336,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,macrocarpa,,Sm.,,species,Sophora macrocarpa Sm.,,Viva,Nativa,2019,,hermaphrodite
AA1504,AA1504,LivingSpecimen,348415,6284346,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Avellanita,bustillosii,,Phil.,,species,Avellanita bustillosii Phil.,,Muerto,Nativa,2019,2016.0,
AA1505,AA1505,LivingSpecimen,348417,6284349,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Avellanita,bustillosii,,Phil.,,species,Avellanita bustillosii Phil.,,Muerto,Nativa,2019,2016.0,
AA1506,AA1506,LivingSpecimen,348425,6284348,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Proustia,pyrifolia,,Lag.,,species,Proustia pyrifolia Lag.,,Viva,Nativa,2019,,hermaphrodite
AA1507,AA1507,LivingSpecimen,348439,6284344,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,macrocarpa,,Sm.,,species,Sophora macrocarpa Sm.,,Viva,Nativa,2019,,hermaphrodite
AA1508,AA1508,LivingSpecimen,348438,6284348,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1509,AA1509,LivingSpecimen,348434,6284349,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1510,AA1510,LivingSpecimen,348429,6284352,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1511,AA1511,LivingSpecimen,348426,6284352,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1512,AA1512,LivingSpecimen,348423,6284352,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Avellanita,bustillosii,,Phil.,,species,Avellanita bustillosii Phil.,,Muerto,Nativa,2019,2016.0,
AA1513,AA1513,LivingSpecimen,348422,6284354,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1514,AA1514,LivingSpecimen,348419,6284353,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Avellanita,bustillosii,,Phil.,,species,Avellanita bustillosii Phil.,,Muerto,Nativa,2019,2016.0,
AA1515,AA1515,LivingSpecimen,348418,6284356,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1516,AA1516,LivingSpecimen,348420,6284341,Tracheophyta,Liliopsida,Arecales,Arecaceae,Jubaea,chilensis,,Baill.,,species,Jubaea chilensis Baill.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA1517,AA1517,LivingSpecimen,348538,6284228,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1518,AA1518,LivingSpecimen,348542,6284225,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1519,AA1519,LivingSpecimen,348547,6284223,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1520,AA1520,LivingSpecimen,348551,6284222,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1521,AA1521,LivingSpecimen,348555,6284220,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1522,AA1522,LivingSpecimen,348560,6284218,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1523,AA1523,LivingSpecimen,348564,6284216,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1524,AA1524,LivingSpecimen,348574,6284213,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1525,AA1525,LivingSpecimen,348576,6284214,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1526,AA1526,LivingSpecimen,348577,6284221,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1527,AA1527,LivingSpecimen,348577,6284224,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1528,AA1528,LivingSpecimen,348577,6284227,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1529,AA1529,LivingSpecimen,348578,6284232,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1530,AA1530,LivingSpecimen,348573,6284238,Tracheophyta,Magnoliopsida,Fagales,Casuarinaceae,Casuarina,equisetifolia,,L.,,species,Casuarina equisetifolia L.,,Viva,Exótica,2019,,
AA1531,AA1531,LivingSpecimen,348569,6284242,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1532,AA1532,LivingSpecimen,348575,6284240,Tracheophyta,Magnoliopsida,Fagales,Casuarinaceae,Casuarina,equisetifolia,,L.,,species,Casuarina equisetifolia L.,,Viva,Exótica,2019,,
AA1533,AA1533,LivingSpecimen,348545,6284255,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Brachychiton,populneus,,R.Br.,,species,Brachychiton populneus R.Br.,,Viva,Exótica,2019,,hermaphrodite
AA1534,AA1534,LivingSpecimen,348538,6284265,Tracheophyta,Pinopsida,Cupressales,Araucariaceae,Araucaria,angustifolia,,Kuntze,,species,Araucaria angustifolia Kuntze,,Viva,Exótica,2019,,
AA1535,AA1535,LivingSpecimen,348565,6284251,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,,Ehrh.,,species,Prunus cerasifera Ehrh.,,Viva,Exótica,2019,,hermaphrodite
AA1536,AA1536,LivingSpecimen,348567,6284253,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1537,AA1537,LivingSpecimen,348568,6284250,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,macrocarpa,,Sm.,,species,Sophora macrocarpa Sm.,,Viva,Exótica,2019,,hermaphrodite
AA1538,AA1538,LivingSpecimen,348568,6284254,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1539,AA1539,LivingSpecimen,348566,6284255,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1540,AA1540,LivingSpecimen,348568,6284256,Tracheophyta,Magnoliopsida,Laurales,Monimiaceae,Peumus,boldus,,(Molina) Molina,,species,Peumus boldus (Molina) Molina,,Viva,Nativa,2019,,female
AA1541,AA1541,LivingSpecimen,348571,6284255,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1542,AA1542,LivingSpecimen,348573,6284257,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,saligna,,H.L.Wendl.,,species,Acacia saligna H.L.Wendl.,,Viva,Exótica,2019,,hermaphrodite
AA1543,AA1543,LivingSpecimen,348574,6284257,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,macrocarpa,,Sm.,,species,Sophora macrocarpa Sm.,,Viva,Nativa,2019,,hermaphrodite
AA1544,AA1544,LivingSpecimen,348566,6284258,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA1545,AA1545,LivingSpecimen,348564,6284258,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,americana,,L.,,species,Agave americana L.,,Viva,Exótica,2019,,
AA1546,AA1546,LivingSpecimen,348567,6284261,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA1547,AA1547,LivingSpecimen,348562,6284273,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1548,AA1548,LivingSpecimen,348562,6284275,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1549,AA1549,LivingSpecimen,348563,6284278,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1550,AA1550,LivingSpecimen,348563,6284280,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1551,AA1551,LivingSpecimen,348563,6284284,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1552,AA1552,LivingSpecimen,348562,6284286,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1553,AA1553,LivingSpecimen,348560,6284289,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1554,AA1554,LivingSpecimen,348558,6284292,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1555,AA1555,LivingSpecimen,348555,6284293,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1556,AA1556,LivingSpecimen,348552,6284294,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1557,AA1557,LivingSpecimen,348548,6284295,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1558,AA1558,LivingSpecimen,348545,6284294,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
